"Feature","Record Id","Function","Aliases","Cont R1","Cont R2","Cont R3","Low FE R1","Low FE R2","Low FE R3","Low N R1","Low N R2","Low N R3","Salt R1","Salt R2","Salt R3"
"RDEBH13581","jgi.p|Debha1|1134","Bud site selection protein THP1","., jgi.p|Debha1|1134, mRNA_1134, prediction","238","674","340","357","395","217","156","370","273","999","274","487"
"RDEBH13613","jgi.p|Debha1|1135","Hypothetical protein","., jgi.p|Debha1|1135, mRNA_1135, prediction","541","1004","530","844","1053","470","295","545","354","5311","1081","2296"
"RDEBH13641","jgi.p|Debha1|1136","","., jgi.p|Debha1|1136, mRNA_1136, prediction","564","363","527","417","411","148","246","370","118","872","799","536"
"RDEBH13653","jgi.p|Debha1|1137","","., jgi.p|Debha1|1137, mRNA_1137, prediction","192","229","212","270","281","113","150","185","90","1942","476","755"
"RDEBH13681","jgi.p|Debha1|1138","","., jgi.p|Debha1|1138, mRNA_1138, prediction","77","111","71","97","67","43","53","104","46","356","91","129"
"RDEBH13705","jgi.p|Debha1|1139","Hypothetical membrane spanning protein","., jgi.p|Debha1|1139, mRNA_1139, prediction","15317","10648","17129","5554","7201","3361","7962","14198","2325","4565","4541","2430"
"RDEBH03148","jgi.p|Debha1|114","","., jgi.p|Debha1|114, mRNA_114, prediction","153","98","146","141","117","57","74","108","40","270","96","116"
"RDEBH13721","jgi.p|Debha1|1140","GTP-binding protein","., jgi.p|Debha1|1140, mRNA_1140, prediction","3704","6992","4353","5626","6234","2767","2311","5765","2100","3949","1387","1814"
"RDEBH13754","jgi.p|Debha1|1141","Putative SEC14 cytosolic factor","., jgi.p|Debha1|1141, mRNA_1141, prediction","1032","2171","1114","2461","2436","1147","857","1698","1172","7231","1552","3134"
"RDEBH13766","jgi.p|Debha1|1142","","., jgi.p|Debha1|1142, mRNA_1142, prediction","78","95","93","97","89","56","39","41","34","781","188","312"
"RDEBH13790","jgi.p|Debha1|1143","Phosphatidylethanolamine:GPI-mannose-1 ethanolaminephosphotransferase (EC 2.7.8.-)","., jgi.p|Debha1|1143, mRNA_1143, prediction","717","781","806","567","588","306","411","641","300","2759","779","1291"
"RDEBH13822","jgi.p|Debha1|1144","","., jgi.p|Debha1|1144, mRNA_1144, prediction","2077","5792","2458","5135","5673","2833","1363","3086","2279","6656","1137","2700"
"RDEBH13847","jgi.p|Debha1|1145","Replication factor-A protein 3","., jgi.p|Debha1|1145, mRNA_1145, prediction","1128","1116","953","536","605","301","450","472","343","397","285","213"
"RDEBH13855","jgi.p|Debha1|1146","Ubiquitin binding domain protein, PFU family","., jgi.p|Debha1|1146, mRNA_1146, prediction","346","648","420","691","597","303","245","456","293","3005","512","1260"
"RDEBH13903","jgi.p|Debha1|1147","","., jgi.p|Debha1|1147, mRNA_1147, prediction","2085","3928","2124","3135","3210","1554","1170","2486","1670","9487","2146","4195"
"RDEBH13928","jgi.p|Debha1|1148","","., jgi.p|Debha1|1148, mRNA_1148, prediction","172","339","189","432","415","197","127","216","163","944","237","427"
"RDEBH13949","jgi.p|Debha1|1149","","., jgi.p|Debha1|1149, mRNA_1149, prediction","1997","4096","2135","2138","2120","990","1079","1916","1513","1004","302","495"
"RDEBH03168","jgi.p|Debha1|115","","., jgi.p|Debha1|115, mRNA_115, prediction","175","255","181","274","243","131","87","187","80","790","219","348"
"RDEBH13989","jgi.p|Debha1|1150","","., jgi.p|Debha1|1150, mRNA_1150, prediction","371","886","489","401","489","300","227","521","393","1454","362","727"
"RDEBH14021","jgi.p|Debha1|1151","Mitochondrial phosphate carrier protein","., jgi.p|Debha1|1151, mRNA_1151, prediction","22233","53462","27622","32733","33856","15825","14870","29399","17150","52068","17114","21956"
"RDEBH14053","jgi.p|Debha1|1152","","., jgi.p|Debha1|1152, mRNA_1152, prediction","1197","1628","1264","2219","2058","876","685","936","508","8207","4207","5642"
"RDEBH14069","jgi.p|Debha1|1153","Hypothetical protein","., jgi.p|Debha1|1153, mRNA_1153, prediction","102","160","118","114","111","36","58","56","63","117","32","46"
"RDEBH14093","jgi.p|Debha1|1154","Hypothetical protein","., jgi.p|Debha1|1154, mRNA_1154, prediction","107","111","142","117","152","40","67","126","40","38","30","17"
"RDEBH14117","jgi.p|Debha1|1155","Hypothetical protein","., jgi.p|Debha1|1155, mRNA_1155, prediction","63","156","83","137","146","77","58","116","31","138","47","52"
"RDEBH14141","jgi.p|Debha1|1156","DNA-DIRECTED RNA POLYMERASE I, SUBUNIT 13 (EC 2.7.7.6)","., jgi.p|Debha1|1156, mRNA_1156, prediction","207","491","300","242","291","152","184","237","289","705","158","254"
"RDEBH14149","jgi.p|Debha1|1157","","., jgi.p|Debha1|1157, mRNA_1157, prediction","430","685","523","551","538","291","299","532","266","746","245","389"
"RDEBH14161","jgi.p|Debha1|1158","S-adenosylmethionine:2-demethylmenaquinone methyltransferase (EC 2.1.-.-)","., jgi.p|Debha1|1158, mRNA_1158, prediction","1196","1645","1364","1262","1455","686","783","1613","413","4093","1789","2040"
"RDEBH14173","jgi.p|Debha1|1159","Hypothetical membrane associated protein","., jgi.p|Debha1|1159, mRNA_1159, prediction","1094","1495","1094","1060","1165","630","624","1533","418","1856","693","879"
"RDEBH03236","jgi.p|Debha1|116","","., jgi.p|Debha1|116, mRNA_116, prediction","168","145","172","102","119","46","49","92","48","283","103","160"
"RDEBH14240","jgi.p|Debha1|1160","cAMP-dependent protein kinase catalytic subunit (EC 2.7.11.1)","., jgi.p|Debha1|1160, mRNA_1160, prediction","3666","6018","4308","5210","5880","2757","2248","5025","1918","5459","1796","3021"
"RDEBH14272","jgi.p|Debha1|1161","Serine/threonine-protein kinase (EC 2.7.11.-)","., jgi.p|Debha1|1161, mRNA_1161, prediction","103","139","118","128","138","59","69","150","57","1093","335","420"
"RDEBH14309","jgi.p|Debha1|1162","Serine/threonine-protein kinase SKM1 (EC 2.7.1.-)","., jgi.p|Debha1|1162, mRNA_1162, prediction","224","200","192","212","206","89","89","183","72","1063","324","474"
"RDEBH14349","jgi.p|Debha1|1163","","., jgi.p|Debha1|1163, mRNA_1163, prediction","54","104","71","72","86","41","30","51","36","482","86","181"
"RDEBH14373","jgi.p|Debha1|1164","F-box domain protein family","., jgi.p|Debha1|1164, mRNA_1164, prediction","198","183","209","207","211","91","105","124","53","1409","331","600"
"RDEBH14401","jgi.p|Debha1|1165","Transcription initiation factor IIE, beta subunit","., jgi.p|Debha1|1165, mRNA_1165, prediction","278","671","274","659","568","256","162","312","253","1446","367","550"
"RDEBH14409","jgi.p|Debha1|1166","Nuclear transport factor 2","., jgi.p|Debha1|1166, mRNA_1166, prediction","5714","4347","4990","2350","2844","1160","2557","2842","1365","2016","1727","918"
"RDEBH14430","jgi.p|Debha1|1167","","., jgi.p|Debha1|1167, mRNA_1167, prediction","102","126","134","144","120","58","64","86","37","1086","441","529"
"RDEBH14451","jgi.p|Debha1|1168","","., jgi.p|Debha1|1168, mRNA_1168, prediction","176","251","156","195","220","68","136","120","61","252","152","119"
"RDEBH14468","jgi.p|Debha1|1169","Alpha-1,2-mannosyltransferase MNN2 (EC 2.4.1.-)","., jgi.p|Debha1|1169, mRNA_1169, prediction","147","109","204","100","68","44","59","103","36","396","111","157"
"RDEBH03284","jgi.p|Debha1|117","fructosyl amino acid oxidase","., jgi.p|Debha1|117, mRNA_117, prediction","788","673","786","591","621","261","448","659","206","2348","523","1051"
"RDEBH14565","jgi.p|Debha1|1170","Copia-type polyprotein","., jgi.p|Debha1|1170, mRNA_1170, prediction","72","148","110","205","292","107","59","72","52","1673","227","617"
"RDEBH14699","jgi.p|Debha1|1171","Hypothetical protein","., jgi.p|Debha1|1171, mRNA_1171, prediction","17","21","39","13","16","18","11","18","7","129","35","43"
"RDEBH14728","jgi.p|Debha1|1172","","., jgi.p|Debha1|1172, mRNA_1172, prediction","6","5","5","7","9","4","1","6","1","5","6","5"
"RDEBH14764","jgi.p|Debha1|1173","Ribose 5-phosphate isomerase (EC 5.3.1.6)","., jgi.p|Debha1|1173, mRNA_1173, prediction","17","13","10","17","18","10","3","12","1","9","6","1"
"RDEBH14781","jgi.p|Debha1|1174","Sorbitol dehydrogenase (EC 1.1.1.14)","., jgi.p|Debha1|1174, mRNA_1174, prediction","0","5","9","1","2","2","2","2","1","3","0","0"
"RDEBH14823","jgi.p|Debha1|1175","Acetoacetyl-CoA reductase (EC 1.1.1.36)","., jgi.p|Debha1|1175, mRNA_1175, prediction","62","53","57","31","59","18","35","46","27","216","65","110"
"RDEBH14855","jgi.p|Debha1|1176","D-arabinose 1-dehydrogenase [NAD(P)+] (EC 1.1.1.117)","., jgi.p|Debha1|1176, mRNA_1176, prediction","252","375","208","489","442","192","145","261","166","7228","1756","3106"
"RDEBH14887","jgi.p|Debha1|1177","","., jgi.p|Debha1|1177, mRNA_1177, prediction","69","157","95","119","145","58","37","97","96","1097","247","426"
"RDEBH14908","jgi.p|Debha1|1178","DNA repair and recombination protein RAD57","., jgi.p|Debha1|1178, mRNA_1178, prediction","7","14","10","4","20","6","3","13","7","104","36","53"
"RDEBH14949","jgi.p|Debha1|1179","Rotenone-insensitive NADH-ubiquinone oxidoreductase precursor (EC 1.6.5.3)","., jgi.p|Debha1|1179, mRNA_1179, prediction","574","1344","584","1336","1352","625","326","864","613","2256","474","1011"
"RDEBH03292","jgi.p|Debha1|118","Pantothenate transporter","., jgi.p|Debha1|118, mRNA_118, prediction","562","556","602","419","443","219","214","376","164","563","227","291"
"RDEBH14965","jgi.p|Debha1|1180","Rotenone-insensitive NADH-ubiquinone oxidoreductase precursor (EC 1.6.5.3)","., jgi.p|Debha1|1180, mRNA_1180, prediction","65","75","52","42","52","27","21","63","20","97","71","50"
"RDEBH14988","jgi.p|Debha1|1181","Inorganic pyrophosphatase (EC 3.6.1.1)","0, gene_1181, jgi.p|Debha1|1181, prediction","6917","18251","7185","9630","11206","5399","4402","9475","7633","14373","3186","6076"
"RDEBH15005","jgi.p|Debha1|1182","Meiosis-specific recombination protein (Spo11/Rec12 family)","., jgi.p|Debha1|1182, mRNA_1182, prediction","64","135","53","105","75","57","37","64","33","101","9","53"
"RDEBH15017","jgi.p|Debha1|1183","SSH5 protein","., jgi.p|Debha1|1183, mRNA_1183, prediction","11811","8123","13493","4628","6055","2872","6632","13602","1652","5877","4574","3484"
"RDEBH15038","jgi.p|Debha1|1184","","., jgi.p|Debha1|1184, mRNA_1184, prediction","350","776","404","547","589","306","203","446","315","4312","778","1751"
"RDEBH15115","jgi.p|Debha1|1185","Hypothetical membrane spanning protein","., jgi.p|Debha1|1185, mRNA_1185, prediction","1804","2484","2069","1201","1260","644","1133","1770","959","8041","1827","3027"
"RDEBH15164","jgi.p|Debha1|1186","Hypothetical membrane spanning protein","., jgi.p|Debha1|1186, mRNA_1186, prediction","126","252","110","278","315","153","70","194","99","1310","325","539"
"RDEBH15192","jgi.p|Debha1|1187","","., jgi.p|Debha1|1187, mRNA_1187, prediction","35","30","47","50","42","18","29","46","10","1349","1535","1110"
"RDEBH15208","jgi.p|Debha1|1188","Transporter","., jgi.p|Debha1|1188, mRNA_1188, prediction","47","55","48","75","62","29","31","66","21","442","173","241"
"RDEBH15228","jgi.p|Debha1|1189","","., jgi.p|Debha1|1189, mRNA_1189, prediction","0","0","0","2","0","0","0","0","0","0","0","1"
"RDEBH03324","jgi.p|Debha1|119","fructosyl amino acid oxidase","., jgi.p|Debha1|119, mRNA_119, prediction","61","66","52","74","83","32","36","41","12","586","211","223"
"RDEBH15244","jgi.p|Debha1|1190","2-isopropylmalate synthase (EC 2.3.3.13)","., jgi.p|Debha1|1190, mRNA_1190, prediction","558","893","588","1197","1200","574","360","573","475","2613","596","1321"
"RDEBH15273","jgi.p|Debha1|1191","","., jgi.p|Debha1|1191, mRNA_1191, prediction","990","976","921","718","895","328","655","930","270","478","447","353"
"RDEBH15281","jgi.p|Debha1|1192","Inositol-polyphosphate 5-phosphatase (EC 3.1.3.56)","., jgi.p|Debha1|1192, mRNA_1192, prediction","55","74","69","96","79","34","34","60","36","362","131","122"
"RDEBH15313","jgi.p|Debha1|1193","Hypothetical protein","., jgi.p|Debha1|1193, mRNA_1193, prediction","18613","19137","20727","9187","12478","5802","11511","21465","4679","8849","5258","4267"
"RDEBH15329","jgi.p|Debha1|1194","","., jgi.p|Debha1|1194, mRNA_1194, prediction","9","15","22","15","11","5","5","10","8","49","26","13"
"RDEBH15377","jgi.p|Debha1|1195","Hypothetical protein","., jgi.p|Debha1|1195, mRNA_1195, prediction","512","1256","619","474","652","386","320","643","427","616","168","282"
"RDEBH15381","jgi.p|Debha1|1196","Serine/threonine-protein kinase (EC 2.7.1.-)","., jgi.p|Debha1|1196, mRNA_1196, prediction","91","103","94","104","99","42","50","73","31","592","179","227"
"RDEBH15418","jgi.p|Debha1|1197","Covalently-linked cell wall protein","., jgi.p|Debha1|1197, mRNA_1197, prediction","3077","6005","3449","6847","6651","3336","1592","3341","2306","72894","15746","30516"
"RDEBH15481","jgi.p|Debha1|1198","","., jgi.p|Debha1|1198, mRNA_1198, prediction","1427","1835","1526","1264","1332","578","853","1473","572","997","418","512"
"RDEBH15506","jgi.p|Debha1|1199","","., jgi.p|Debha1|1199, mRNA_1199, prediction","14","40","25","29","35","9","12","14","12","95","54","44"
"RDEBH00315","jgi.p|Debha1|12","mycelial surface antigen precursor","., jgi.p|Debha1|12, mRNA_12, prediction","1445","604","1522","786","920","390","930","1559","201","5276","4888","2530"
"RDEBH03360","jgi.p|Debha1|120","","., jgi.p|Debha1|120, mRNA_120, prediction","0","0","1","1","1","0","1","0","0","0","1","0"
"RDEBH15518","jgi.p|Debha1|1200","","., jgi.p|Debha1|1200, mRNA_1200, prediction","12449","5107","12725","3218","3254","1532","5226","10710","1021","2269","3168","1432"
"RDEBH15535","jgi.p|Debha1|1201","related to glutaminase A","., jgi.p|Debha1|1201, mRNA_1201, prediction","118","87","140","103","91","47","72","91","20","272","135","129"
"RDEBH15559","jgi.p|Debha1|1202","Ankyrin repeat protein","., jgi.p|Debha1|1202, mRNA_1202, prediction","38","63","60","77","67","27","29","44","31","547","187","207"
"RDEBH15592","jgi.p|Debha1|1203","DNA mismatch repair protein Msh3","., jgi.p|Debha1|1203, mRNA_1203, prediction","46","44","44","45","48","11","16","59","15","136","54","53"
"RDEBH15639","jgi.p|Debha1|1204","Acetyltransferase (EC 2.3.1.-)","., jgi.p|Debha1|1204, mRNA_1204, prediction","64","122","60","150","144","85","53","100","77","1109","219","501"
"RDEBH15668","jgi.p|Debha1|1205","Hypothetical protein","., jgi.p|Debha1|1205, mRNA_1205, prediction","7140","5493","8269","4175","5450","2515","4121","8760","1217","6076","5240","3145"
"RDEBH15677","jgi.p|Debha1|1206","UBX domain-containing 2","., jgi.p|Debha1|1206, mRNA_1206, prediction","270","411","375","246","295","190","195","354","152","1613","439","700"
"RDEBH15717","jgi.p|Debha1|1207","General control protein GCN4","0, gene_1207, jgi.p|Debha1|1207, prediction","25769","35841","26699","25146","29567","14098","15583","29261","12154","65393","23619","34384"
"RDEBH15734","jgi.p|Debha1|1208","U1 small nuclear ribonucleoprotein A","., jgi.p|Debha1|1208, mRNA_1208, prediction","87","123","110","153","136","65","64","65","64","842","211","320"
"RDEBH15758","jgi.p|Debha1|1209","VACUOLAR FE+2/MN+2 UPTAKE PROTEIN","., jgi.p|Debha1|1209, mRNA_1209, prediction","3402","5039","3625","2767","2771","1290","1125","2187","928","953","359","556"
"RDEBH03380","jgi.p|Debha1|121","Elongation factor 3","., jgi.p|Debha1|121, mRNA_121, prediction","1634","2799","1945","1956","2088","1081","1123","2169","884","1542","347","712"
"RDEBH15782","jgi.p|Debha1|1210","Prohibitin","., jgi.p|Debha1|1210, mRNA_1210, prediction","3599","5540","3372","4594","4600","1956","2403","3170","2095","5008","2039","2446"
"RDEBH15798","jgi.p|Debha1|1211","Xaa-Pro aminopeptidase (EC 3.4.11.9)","., jgi.p|Debha1|1211, mRNA_1211, prediction","159","195","194","144","132","63","87","172","77","366","108","168"
"RDEBH15810","jgi.p|Debha1|1212","Nedd-specific protease (EC 3.4.22.-)","., jgi.p|Debha1|1212, mRNA_1212, prediction","20","18","29","13","26","8","16","21","9","64","31","21"
"RDEBH15839","jgi.p|Debha1|1213","","., jgi.p|Debha1|1213, mRNA_1213, prediction","38","37","71","28","38","20","30","38","10","104","93","50"
"RDEBH15863","jgi.p|Debha1|1214","","., jgi.p|Debha1|1214, mRNA_1214, prediction","60","53","41","32","21","21","11","32","20","27","15","18"
"RDEBH15874","jgi.p|Debha1|1215","Hypothetical protein","., jgi.p|Debha1|1215, mRNA_1215, prediction","348","574","381","366","404","174","169","265","189","367","116","203"
"RDEBH15883","jgi.p|Debha1|1216","20S proteasome core particle subunit alpha 3 (EC 3.4.25.1)","., jgi.p|Debha1|1216, mRNA_1216, prediction","2201","3086","1969","1959","2180","940","1931","1454","1014","2223","907","1016"
"RDEBH15903","jgi.p|Debha1|1217","ATP synthase regulation protein NCA2 domain","., jgi.p|Debha1|1217, mRNA_1217, prediction","100","140","114","174","142","69","50","70","38","754","181","283"
"RDEBH15951","jgi.p|Debha1|1218","","., jgi.p|Debha1|1218, mRNA_1218, prediction","549","1108","437","891","920","491","364","836","348","461","182","237"
"RDEBH15959","jgi.p|Debha1|1219","","., jgi.p|Debha1|1219, mRNA_1219, prediction","17","18","15","14","6","7","11","25","7","124","49","39"
"RDEBH03433","jgi.p|Debha1|122","20S proteasome core particle subunit alpha 2 Y7 (EC 3.4.25.1)","., jgi.p|Debha1|122, mRNA_122, prediction","4274","8180","4233","5103","5895","2729","2982","4344","2917","5024","1959","2704"
"RDEBH15987","jgi.p|Debha1|1220","3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41)","., jgi.p|Debha1|1220, mRNA_1220, prediction","259","565","248","414","405","207","165","257","232","1816","371","822"
"RDEBH16004","jgi.p|Debha1|1221","Beta-glucan synthesis-associated protein","., jgi.p|Debha1|1221, mRNA_1221, prediction","3577","7689","3868","5967","6176","3128","2116","5519","2595","10872","2009","4658"
"RDEBH16052","jgi.p|Debha1|1222","Beta-glucan synthesis-associated protein","., jgi.p|Debha1|1222, mRNA_1222, prediction","133","280","198","151","207","109","103","167","123","2675","218","928"
"RDEBH16088","jgi.p|Debha1|1223","","., jgi.p|Debha1|1223, mRNA_1223, prediction","31","39","35","16","27","12","12","23","7","13","3","8"
"RDEBH16110","jgi.p|Debha1|1224","","., jgi.p|Debha1|1224, mRNA_1224, prediction","14","19","17","3","2","2","14","15","0","6","5","2"
"RDEBH16126","jgi.p|Debha1|1225","Oligomycin resistance ATP-dependent permease YOR1","., jgi.p|Debha1|1225, mRNA_1225, prediction","282","284","304","246","230","111","113","211","96","780","232","401"
"RDEBH16186","jgi.p|Debha1|1226","Beta-glucan synthesis-associated protein","., jgi.p|Debha1|1226, mRNA_1226, prediction","31","51","41","26","32","16","12","13","5","78","16","38"
